"Incident_Id","Incident Date","city-county","killed","injured"
2295945,"2022-05-05","San Antonio",0,2
2295951,"2022-05-04","San Antonio",0,0
2295963,"2022-05-04","Victoria",0,1
2295980,"2022-05-06","Houston",0,1
2295982,"2022-05-06","Houston",1,0
2295984,"2022-05-06","Houston",0,1
2296229,"2022-05-06","Dallas",1,1
2296237,"2022-05-07","Dallas",1,2
2296257,"2022-05-07","Houston",0,3
2296268,"2022-05-07","Spring",1,0
2296305,"2022-05-03","Center",0,1
2296339,"2022-05-07","Austin",0,1
2296696,"2022-05-07","Round Rock",1,1
2296808,"2022-05-07","Garland",2,2
2296914,"2022-05-08","San Antonio",0,1
2296919,"2022-05-07","Houston",0,1
2296922,"2022-05-08","Houston",0,1
2296925,"2022-05-07","Dickinson",1,0
2296931,"2022-05-07","Fort Worth",0,2
2296934,"2022-05-08","Fort Worth",0,2
2296955,"2022-05-08","Dale",1,0
2297534,"2022-05-09","Houston",1,0
2297536,"2022-05-09","Houston",1,0
2297541,"2022-05-08","Houston",0,1
2297547,"2022-05-08","Houston",0,1
2297551,"2022-05-09","Houston",1,1
2297579,"2022-05-08","Amarillo",1,0
2297583,"2022-05-08","Bryan",0,1
2297592,"2022-05-08","Dallas",1,0
2297622,"2022-05-07","Arlington",0,3
2297648,"2022-05-07","Abilene",0,1
2297655,"2022-05-08","Dallas",0,1
2297681,"2022-05-09","Fort Worth",0,1
2297691,"2022-05-06","Houston",2,0
2297721,"2022-05-09","San Antonio",0,1
2298712,"2022-05-10","Houston",1,0
2298716,"2022-03-21","Houston",1,0
2298727,"2022-05-10","Houston",1,0
2298733,"2022-05-09","Houston",0,1
2298736,"2022-05-09","Houston",1,0
2298787,"2022-05-09","Houston",1,0
2298808,"2022-05-09","Austin",0,1
2298817,"2022-05-10","San Antonio",1,0
2298830,"2022-05-09","San Angelo",0,1
2298847,"2022-05-09","Brackettville",0,1
2298867,"2022-05-10","Humble",0,3
2298882,"2022-05-10","Port Arthur",1,0
2298886,"2022-05-10","Laredo",0,1
2298898,"2022-05-09","Denton",1,0
2298926,"2022-05-10","Houston",0,3
2298941,"2022-05-09","Dallas",0,1
2299003,"2022-05-09","Port Arthur",0,0
2299014,"2022-05-10","Waco",0,1
2299056,"2022-05-10","Dime Box",1,1
2299084,"2022-05-09","Dallas",1,0
2299173,"2022-05-09","Houston",1,0
2299176,"2022-05-10","Brookshire",1,3
2299185,"2022-05-09","Houston",0,1
2299255,"2022-05-10","San Antonio",1,0
2299259,"2022-05-09","San Antonio",0,1
2299275,"2022-05-08","Victoria",0,1
2299283,"2022-05-10","Waco",0,1
2299291,"2022-05-10","Katy",1,0
2299296,"2022-05-10","Dallas",0,2
2299565,"2022-05-11","Dallas",0,3
2299973,"2022-05-12","Pharr",1,0
2300111,"2022-05-11","Houston",0,1
2300113,"2022-05-12","Houston",0,1
2300185,"2022-05-11","Fort Worth",1,1
2300193,"2022-05-11","Waco",1,0
2300200,"2022-05-09","Amarillo",0,1
2300224,"2022-05-11","Austin",1,0
2300226,"2022-05-11","Austin",1,0
2300258,"2022-05-12","Banquete",1,0
2300372,"2022-05-10","North Richland Hills",0,1
2300431,"2022-05-11","Fort Worth",0,1
2300619,"2022-05-12","Arlington",0,1
2300659,"2022-05-11","Houston",0,2
2300718,"2022-05-12","Houston",1,0
2300739,"2022-05-12","Houston",0,1
2300750,"2022-05-12","San Antonio",0,1
2300758,"2022-05-12","San Antonio",0,1
2300793,"2022-04-25","Buda",1,0
2300815,"2022-05-11","Waco",0,1
2300821,"2022-05-07","Jasper",1,0
2300849,"2022-05-13","Dallas",2,3
2300910,"2022-05-11","Houston",0,2
2300916,"2022-05-12","Houston",0,1
2300923,"2022-05-13","Houston",0,1
2300980,"2022-05-13","Austin",0,1
2301021,"2022-05-11","Duncanville",0,2
2301031,"2022-05-12","El Paso",0,1
2301109,"2022-05-13","Bedford",0,1
2301123,"2022-05-06","Houston",0,1
2301136,"2022-05-12","Houston",1,0
2301141,"2022-05-13","Houston",0,1
2301395,"2022-05-13","Austin",0,3
2301492,"2022-05-13","Houston",0,1
2301961,"2022-05-14","Houston",0,1
2301966,"2022-05-14","San Antonio",0,2
2301979,"2022-05-07","Trent",1,0
2302022,"2022-05-13","El Paso",0,1
2302147,"2022-05-14","San Antonio",0,1
2302494,"2022-05-14","Kilgore",1,0
2302701,"2022-05-15","Bryan",1,1
2302704,"2022-05-15","Milano",0,2
2302709,"2022-05-14","Cedar Hill",1,1
2302721,"2022-05-15","Dallas",1,1
2302740,"2022-05-15","Houston",2,3
2302761,"2022-05-15","Houston",0,3
2302765,"2022-05-14","Houston",2,0
2302770,"2022-05-15","Spring",0,2
2302804,"2022-05-15","San Antonio",0,1
2302806,"2022-05-15","Waco",0,1
2302810,"2022-05-14","Burkburnett",0,1
2303337,"2022-05-15","Amarillo",1,4
2303501,"2022-05-16","Houston",1,0
2303506,"2022-05-15","La Marque",2,1
2303512,"2022-05-16","San Antonio",0,1
2303519,"2022-05-16","San Antonio",0,1
2303530,"2022-05-15","San Antonio",0,2
2303577,"2022-05-14","Houston",1,0
2303586,"2022-05-15","Houston",0,1
2303592,"2022-05-14","Houston",0,1
2303606,"2022-05-15","Austin",0,2
2303783,"2022-05-16","Mexia",0,0
2303819,"2022-05-10","Corpus Christi",2,0
2303838,"2022-05-15","Grand Prairie",1,0
2303875,"2022-05-15","Sulphur Springs",0,1
2303882,"2022-05-15","El Paso",0,1
2303921,"2022-05-16","Fort Worth",0,1
2303937,"2022-05-06","Houston",0,1
2303948,"2022-05-16","San Antonio",1,0
2303950,"2022-05-15","Houston",0,1
2304437,"2022-05-17","Waco",1,0
2304461,"2022-05-16","Arlington",1,0
2304531,"2022-05-17","Fort Worth",1,0
2304561,"2022-05-16","Houston",1,0
2304768,"2022-05-16","Austin",1,0
2305380,"2022-05-17","Arlington",1,0
2305384,"2022-05-18","Houston",1,0
2305399,"2022-05-18","Diboll",0,1
2305405,"2022-05-17","Galena Park",1,2
2305417,"2022-05-17","Houston",1,1
2305452,"2022-05-18","San Antonio",0,1
2305462,"2022-05-17","San Antonio",1,0
2305860,"2022-05-17","Dallas",1,0
2305881,"2022-05-17","Denton",0,1
2305893,"2022-05-17","El Paso",0,1
2305941,"2022-05-18","Houston",1,0
2305956,"2022-05-18","Houston",0,1
2305962,"2022-05-18","Houston",0,1
2305976,"2022-04-24","Laredo (El Cenizo)",0,1
2305985,"2022-05-17","Lubbock",0,1
2305991,"2022-05-12","Lubbock",0,1
2306034,"2022-05-17","Medina Valley",0,1
2306060,"2022-05-18","Houston",0,1
2306065,"2022-05-18","Houston",0,1
2306386,"2022-05-19","Fort Worth",1,0
2306389,"2022-05-18","Round Rock",0,1
2306401,"2022-05-18","Lubbock",1,0
2306416,"2022-05-18","Kemah",1,0
2306421,"2022-05-19","Houston",4,0
2306437,"2022-05-19","Amarillo",0,1
2306515,"2022-05-18","Houston",1,0
2306544,"2022-05-07","Houston",0,1
2306578,"2022-05-19","Houston",1,0
2306598,"2022-05-19","Houston",0,2
2306672,"2022-05-19","Paris",0,1
2307007,"2022-05-16","Freer",1,0
2307122,"2022-05-19","Seabrook",1,0
2307125,"2022-05-19","Fort Worth",1,1
2307132,"2022-05-19","Katy",0,1
2307136,"2022-05-19","Bryan",0,1
2307138,"2022-05-19","Waco",0,1
2307165,"2022-05-15","Kermit",0,1
2307185,"2022-05-20","Bryan",0,1
2307288,"2022-05-19","Fort Worth",0,2
2307305,"2022-05-19","Fort Worth",0,1
2307340,"2022-05-20","Houston",1,0
2307415,"2022-05-19","Harker Heights",0,1
2307837,"2022-05-20","Bryan",0,2
2307891,"2022-05-21","Houston",0,1
2307902,"2022-05-20","Texas City",1,0
2307907,"2022-05-21","Austin",1,0
2307941,"2022-05-20","Houston",0,1
2307944,"2022-05-20","Corpus Christi",1,0
2308489,"2022-05-21","Houston",1,0
2308491,"2022-05-21","Houston",0,1
2308493,"2022-05-21","Dallas",1,0
2308495,"2022-05-21","Dallas",1,0
2308497,"2022-05-20","Dallas",1,0
2308503,"2022-05-21","Houston",1,0
2308529,"2022-05-19","Beaumont",0,1
2308560,"2022-05-20","El Paso",0,1
2308572,"2022-05-21","Fort Worth",0,2
2308604,"2022-05-16","Pasadena",1,0
2308694,"2022-05-22","San Antonio",1,1
2308700,"2022-05-21","San Antonio",1,0
2308717,"2022-05-22","Wichita Falls",1,0
2308720,"2022-05-22","Amarillo",0,1
2308913,"2022-05-22","Dallas",1,2
2309195,"2022-05-22","Dallas",1,0
2309352,"2022-05-23","Austin",0,2
2309376,"2022-05-23","Port Arthur",1,1
2309411,"2022-05-23","Fort Worth",0,1
2310216,"2022-05-23","Austin",1,0
2310238,"2022-05-20","Junction",1,0
2310246,"2022-05-23","Lubbock",0,1
2310250,"2022-05-23","Tyler",0,1
2310263,"2022-05-20","Mc Gregor (Mcgregor)",0,1
2310278,"2022-05-24","Uvalde",22,17
2310385,"2022-05-24","Austin",0,1
2311017,"2022-05-24","Temple",0,1
2311082,"2022-05-24","Emory",0,0
2311108,"2022-05-23","El Paso",0,1
2311145,"2022-05-23","Houston",1,0
2311194,"2022-05-09","Killeen",0,1
2311259,"2022-05-24","San Antonio",0,1
2311263,"2022-05-24","San Antonio",0,1
2311714,"2022-05-25","Houston",0,1
2311717,"2022-05-25","Houston",0,1
2311721,"2022-05-24","Houston",1,0
2311733,"2022-05-23","Houston",1,0
2311787,"2022-05-23","Hereford",0,1
2311834,"2022-05-25","Austin",1,0
2311992,"2022-05-24","Dallas",1,0
2312269,"2022-05-24","Arlington",0,1
2312326,"2022-05-25","Friendswood",0,0
2312339,"2022-05-25","Houston",3,0
2312551,"2022-05-24","San Antonio",0,0
2312558,"2022-05-25","Richardson",0,0
2312700,"2022-05-26","Austin",1,0
2312767,"2022-05-25","Fort Worth",0,0
2312998,"2022-05-26","Arlington",0,1
2313003,"2022-05-26","Fort Worth",0,1
2313056,"2022-05-26","Houston",1,0
2313138,"2022-05-26","San Antonio",0,1
2313168,"2022-05-25","Houston",0,1
2313171,"2022-05-26","Houston",0,1
2313183,"2022-05-26","Houston",1,1
2313192,"2022-05-26","Houston",1,0
2313296,"2022-04-16","Dallas",0,2
2313517,"2022-05-26","Holliday",1,0
2313569,"2022-05-26","Arlington",1,0
2313636,"2022-05-21","Fort Worth",1,0
2313681,"2022-05-23","Paris",0,1
2313687,"2022-05-27","Houston",1,0
2313700,"2022-05-26","Muenster",1,0
2313713,"2022-05-27","Donna",0,3
2313896,"2022-05-25","San Angelo",1,1
2313916,"2022-05-27","San Antonio",0,1
2314533,"2022-05-27","Dallas",3,0
2314540,"2022-05-28","Fort Worth",0,1
2314544,"2022-05-27","Houston",1,0
2314572,"2022-05-27","San Antonio",0,1
2314583,"2022-05-28","Fort Worth",1,0
2314864,"2022-05-28","Laredo",0,1
2315473,"2022-05-28","Austin",0,2
2315481,"2022-05-28","Beaumont",1,0
2315491,"2022-05-29","El Paso",1,1
2315523,"2022-05-29","Dallas",0,2
2315529,"2022-05-29","Houston",0,2
2315549,"2022-05-29","Odessa",1,1
2315555,"2022-05-28","San Antonio",0,1
2315559,"2022-05-29","San Antonio",1,0
2316319,"2022-05-29","Houston",1,0
2316331,"2022-05-29","Austin",0,1
2316335,"2022-05-30","Port Arthur",0,1
2316360,"2022-05-29","Houston",0,1
2316364,"2022-05-29","Houston",0,4
2316389,"2022-05-30","Harker Heights",1,1
2316490,"2022-05-29","San Antonio",0,1
2316493,"2022-05-29","San Antonio",0,1
2317076,"2022-05-30","Webster",1,0
2317202,"2022-05-31","Dallas",0,1
2317233,"2022-05-30","Tyler",1,0
2317241,"2022-05-30","Katy",1,1
2317482,"2022-05-30","Houston",1,0
2317485,"2022-05-30","Houston",1,0
2317506,"2022-05-31","Houston",0,1
2317513,"2022-05-29","Killeen",0,2
2317528,"2022-05-31","Lubbock",1,0
2317559,"2022-05-31","San Antonio",1,0
2317570,"2022-05-31","San Antonio",0,1
2317577,"2022-05-31","San Antonio",0,1
2317593,"2022-05-31","Marion",0,3
2317604,"2022-05-30","Waco",0,1
2317736,"2022-05-31","Houston",0,1
2317738,"2022-05-31","Houston",1,0
2317750,"2022-05-26","Lake Jackson",0,1
2317969,"2022-05-31","Beaumont",0,1
2317980,"2022-05-31","Corpus Christi",1,0
2318007,"2022-05-29","Dallas",1,0
2318046,"2022-05-31","Waco",0,4
2318314,"2022-06-01","Fort Worth",0,1
2318328,"2022-05-31","Houston",0,1
2318359,"2022-06-01","Carthage",1,1
2318440,"2022-05-31","San Antonio (Olmos Park)",1,0
2318471,"2022-06-01","Wichita Falls",1,0
2318698,"2022-06-01","Baytown",0,0
2318789,"2022-06-01","Houston",0,1
2318795,"2022-06-01","Houston",0,1
2318804,"2022-06-01","Houston",1,0
2318806,"2022-06-02","Houston",0,1
2318812,"2022-06-02","Houston",1,0
2318830,"2022-06-01","Spring",2,1
2318836,"2022-06-01","Temple",1,0
2318841,"2022-06-01","Lubbock",1,0
2318899,"2022-06-02","Brownsville",0,0
2318903,"2022-06-02","College Station",0,1
2318937,"2022-06-01","El Paso",0,1
2318949,"2022-06-02","Fort Worth",0,1
2318956,"2022-06-01","Fort Worth",2,0
2318994,"2022-06-01","Houston",0,1
2319013,"2022-06-02","Houston",1,0
2319024,"2022-06-02","Houston",1,0
2319088,"2022-06-02","Alvin",0,1
2319155,"2022-05-31","Longview",0,2
2319161,"2022-06-02","Laredo",0,1
2319567,"2022-06-02","Centerville",6,0
2319779,"2022-06-02","Garland",2,0
2319785,"2022-06-03","Dallas",1,1
2319822,"2022-06-03","Fort Worth",0,1
2319828,"2022-06-02","Fort Worth",0,1
2319857,"2022-06-03","Houston",1,0
2319888,"2022-06-03","San Antonio",1,0
2319916,"2022-06-02","San Antonio",0,1
2319967,"2022-06-02","Houston",0,1
2320412,"2022-06-03","Sinton",1,0
2320430,"2022-06-04","Houston",0,2
2320435,"2022-06-03","Houston",0,1
2320668,"2022-06-04","Dallas",1,1
2320671,"2022-06-04","Dallas",1,0
2320673,"2022-06-04","El Paso (Socorro)",0,5
2320693,"2022-06-04","Houston",2,0
2320704,"2022-06-04","Houston",0,3
2320726,"2022-06-01","Houston",1,0
2320734,"2022-06-03","Lubbock",0,1
2320746,"2022-06-03","San Antonio",0,1
2320753,"2022-03-13","Bexar (county)",1,0
2321744,"2022-06-04","Orange",0,1
2321797,"2022-06-05","Dallas",0,2
2321804,"2022-06-05","Wylie",0,1
2321828,"2022-06-04","Missouri City",0,1
2321871,"2022-06-05","San Antonio",0,1
2321873,"2022-06-05","San Antonio",1,0
2321920,"2022-06-05","Houston",0,1
2321994,"2022-06-05","Midway",0,1
2322552,"2022-06-06","Houston",2,0
2322612,"2022-06-01","Houston",1,0
2322659,"2022-06-05","Killeen",0,2
2322692,"2022-06-05","Lubbock",1,0
2322741,"2022-06-06","San Antonio",0,1
2323181,"2022-06-06","Marshall",0,2
2323725,"2022-04-24","San Antonio",0,1
2323731,"2022-06-07","Houston",1,0
2323769,"2022-06-01","Austin",0,1
2323839,"2022-06-06","Dallas",1,0
2323842,"2022-06-04","Fort Worth",1,0
2323853,"2022-02-17","Corsicana",0,0
2323894,"2022-06-06","League City",0,1
2323910,"2022-06-07","Houston",1,0
2323938,"2022-06-06","Houston",1,0
2323953,"2022-06-06","Houston",0,1
2323991,"2022-06-07","Texarkana",0,1
2324045,"2022-06-06","Houston",0,1
2324054,"2022-06-07","Houston",0,1
2324060,"2022-06-07","Houston",1,0
2324393,"2022-06-08","Killeen",1,1
2324405,"2022-06-08","Houston",0,1
2324407,"2022-06-08","Houston",0,1
2324413,"2022-06-07","Houston",0,1
2324419,"2022-06-05","Alice",1,0
2324458,"2022-06-07","Hurst",0,1
2324468,"2022-06-08","El Paso",0,1
2324518,"2022-06-07","Houston",1,1
2324596,"2022-06-07","Waco",0,1
2324929,"2022-06-08","Amarillo",0,1
2325183,"2022-06-08","Houston",0,1
2325188,"2022-06-09","Houston",0,1
2325216,"2022-06-07","Grand Prairie",1,0
2325221,"2022-06-08","Fort Worth",0,1
2325223,"2022-06-06","Dallas",1,0
2325235,"2022-06-08","El Paso",0,1
2325248,"2022-06-06","Houston",0,1
2325272,"2022-06-08","Houston",0,1
2325293,"2022-05-27","Houston",1,0
2325298,"2022-06-08","Beaumont",1,0
2325409,"2022-06-08","Jasper",0,0
2325816,"2022-05-28","Palestine",0,1
2326094,"2022-06-09","San Antonio",0,1
2326411,"2022-06-09","Houston",0,1
2326414,"2022-06-09","Houston",1,1
2326423,"2022-06-10","Amarillo",0,2
2326484,"2022-06-09","Austin",0,1
2326535,"2022-06-08","Anahuac",0,1
2326555,"2022-06-09","Orange",0,1
2326570,"2022-06-09","Clute",0,1
2326578,"2022-06-10","Fort Worth",2,0
2326674,"2022-06-10","Houston",2,0
2326686,"2022-06-09","Houston",1,0
2326807,"2022-06-10","Houston",1,0
2327253,"2022-06-10","Houston",1,1
2327257,"2022-06-10","Houston",0,1
2327259,"2022-06-10","San Antonio",1,0
2327624,"2022-06-10","Amarillo",0,1
2327631,"2022-06-09","Corpus Christi",1,0
2327640,"2022-06-10","Fort Worth",1,0
2327672,"2022-06-11","Houston",0,1
2327696,"2022-06-10","San Antonio",1,1
2327701,"2022-06-11","San Antonio",0,2
2328122,"2022-06-11","Houston",1,0
2328124,"2022-06-11","Houston",0,2
2328453,"2022-06-12","Austin",1,0
2328460,"2022-06-11","Dallas",1,0
2328465,"2022-06-12","San Antonio",2,1
2328495,"2022-06-12","San Angelo",0,1
2328519,"2022-06-12","San Antonio",0,1
2328523,"2022-06-12","San Antonio",0,1
2328530,"2022-06-12","Houston",1,0
2328912,"2022-06-12","Austin",1,3
2329063,"2022-06-12","Houston",1,0
2329067,"2022-06-12","Houston",1,0
2329417,"2022-06-12","Dallas",1,0
2329431,"2022-06-13","Duncanville",1,0
2329502,"2022-06-12","Houston",0,3
2329558,"2022-06-13","San Antonio",0,1
2329561,"2022-06-12","San Antonio",0,1
2329585,"2022-06-12","Jacksonville",1,0
2329878,"2022-06-13","Splendora",0,1
2330008,"2022-06-14","Austin",1,0
2330010,"2022-06-13","Houston",1,1
2330056,"2022-06-13","Houston",0,1
2330063,"2022-06-14","Houston",0,3
2330073,"2022-05-31","Laredo (El Cenizo)",1,0
2330127,"2022-06-14","Austin",0,1
2330183,"2022-06-13","Dallas",1,1
2330204,"2022-06-13","Fort Worth",0,1
2330211,"2022-06-13","Dallas",1,0
2330635,"2022-06-13","Houston",1,0
2330652,"2022-06-13","Houston",1,0
2330899,"2022-06-14","Seguin",1,1
2330910,"2022-06-14","San Antonio",0,1
2331109,"2022-06-14","Austin",0,1
2331189,"2022-06-14","Austin",1,1
2331242,"2022-06-05","Austin",0,0
2331262,"2022-06-11","Garwood",0,1
2331737,"2022-06-15","Houston",0,1
2331744,"2022-06-15","Houston",1,0
2331746,"2022-06-15","Tomball",1,0
2331757,"2022-06-14","Houston",1,0
2331791,"2022-06-14","Temple",0,2
2331965,"2022-06-13","Wichita Falls",0,1
2332053,"2022-06-15","Houston",1,0
2332207,"2022-06-15","Houston",1,1
2332250,"2022-06-09","Amarillo",0,1
2332257,"2022-04-09","Corpus Christi",1,0
2332303,"2022-06-15","La Porte",1,0
2332525,"2022-06-15","Dallas",1,0
2332530,"2022-06-15","Fort Worth",0,1
2332851,"2022-06-16","Houston",1,0
2332864,"2022-06-15","Houston",1,2
2332876,"2022-05-29","Bon Wier",0,1
2332902,"2022-06-16","San Antonio",0,1
2333067,"2022-06-17","Fort Worth",0,0
2333130,"2022-06-17","Houston",0,1
2333138,"2022-04-30","Houston",0,1
2333160,"2022-06-16","Temple",0,2
2333178,"2022-06-14","Ennis",0,1
2333384,"2022-06-13","Sherman",1,1
2333618,"2022-06-17","Houston",0,1
2333635,"2022-06-17","Fort Worth",0,1
2333681,"2022-06-18","Houston",1,1
2333684,"2022-06-18","Houston",0,1
2333687,"2022-06-18","Houston",0,2
2333917,"2022-06-17","Fort Worth",0,1
2333959,"2022-06-17","Lubbock",0,1
2333970,"2022-06-17","Lufkin",0,1
2333999,"2022-06-17","San Antonio",0,1
2334024,"2022-06-17","Abbott",1,0
2334031,"2022-06-18","San Antonio",0,2
2334254,"2022-06-18","Austin",1,2
2334325,"2022-06-18","Odessa",1,0
2334359,"2022-06-18","San Antonio",2,5
2334453,"2022-06-18","Fredericksburg",0,1
2334465,"2022-06-18","Falfurrias",1,1
2334494,"2022-06-18","Houston",0,1
2334605,"2022-06-18","Lubbock",0,1
2334611,"2022-06-18","Deweyville",1,0
2334714,"2022-06-19","Houston",0,1
2334730,"2022-06-19","San Antonio",1,0
2335162,"2022-06-20","Austin",0,3
2335328,"2022-06-19","Arlington",0,1
2335358,"2022-06-20","Dallas",0,1
2335401,"2022-06-11","Dallas",1,0
2335511,"2022-06-20","Houston",0,1
2335606,"2022-06-20","Abilene",1,0
2335629,"2022-06-10","San Angelo",0,1
2335642,"2022-06-20","San Antonio",0,1
2335886,"2022-06-18","Round Rock",0,1
2335924,"2022-06-20","Austin",2,0
2336084,"2022-06-19","Duncanville",1,1
2336088,"2022-06-20","Houston",0,1
2336276,"2022-06-21","Lindale",1,0
2336540,"2022-06-20","San Antonio",1,1
2337067,"2022-06-21","Temple",0,1
2337937,"2022-06-20","Houston",1,0
2337940,"2022-06-20","Houston",1,0
2337945,"2022-06-18","Houston",1,0
2337949,"2022-06-18","Houston",1,1
2337952,"2022-06-21","Humble",1,0
2337957,"2022-06-21","Houston",1,0
2337960,"2022-06-20","Houston",0,2
2337963,"2022-06-22","Houston",1,0
2337967,"2022-06-22","Houston",0,3
2337974,"2022-06-23","Houston",1,0
2337983,"2022-06-22","Dallas",1,0
2338000,"2022-06-21","Maud",1,0
2338016,"2022-06-22","Amarillo",1,0
2338218,"2022-06-22","Dallas",0,2
2338221,"2022-06-22","Dallas",0,1
2338250,"2022-06-20","Dallas",1,0
2338257,"2022-06-22","Fort Worth",1,0
2338267,"2022-06-21","Fort Worth",0,1
2338300,"2022-06-18","Fredericksburg",0,1
2338315,"2022-06-22","Stafford",0,1
2338325,"2022-06-23","Houston",1,0
2338333,"2022-06-20","Houston",1,0
2338336,"2022-06-20","Houston",1,0
2338398,"2022-06-16","Jasper",0,1
2338429,"2022-06-19","Diboll",1,0
2338466,"2022-06-20","Odessa",0,0
2338497,"2022-06-22","San Antonio",0,1
2338502,"2022-06-22","San Antonio",1,0
2338519,"2022-06-20","Converse",1,0
2338549,"2022-06-20","Tyler",0,1
2338580,"2022-06-22","Bryan",1,0
2338598,"2022-06-21","Wichita Falls",1,0
2338611,"2022-06-23","Mont Belvieu",1,0
2338915,"2022-06-20","Austin",0,1
2339038,"2022-06-24","Beaumont",1,0
2339046,"2022-06-24","San Antonio",1,0
2339264,"2022-06-23","Kyle",2,0
2339297,"2022-06-07","El Paso",1,0
2339302,"2022-06-24","Houston",1,0
2339336,"2022-06-23","Fresno",1,0
2339350,"2022-06-24","Houston",1,0
2339359,"2022-06-23","Laredo",0,1
2339396,"2022-06-24","Tyler",0,1
2339568,"2022-06-24","Houston",0,1
2339571,"2022-06-24","Houston",1,0
2339731,"2022-06-24","Burleson",1,3
2339754,"2022-06-22","Dallas",1,0
2339761,"2022-06-25","Houston",2,2
2339934,"2022-06-25","Wichita Falls",3,0
2339948,"2022-06-25","Abilene",1,0
2339953,"2022-06-25","San Antonio",0,1
2339956,"2022-06-25","San Antonio",0,2
2340044,"2022-06-24","Fort Worth",1,0
2340057,"2022-06-25","Houston",0,1
2340079,"2022-06-25","Houston",1,0
2340473,"2022-06-26","San Antonio",1,3
2340565,"2022-06-24","Houston",0,1
2340576,"2022-06-25","Dallas",1,0
2340578,"2022-06-25","Dallas",1,0
2340668,"2022-06-26","Fort Worth",0,1
2340696,"2022-06-26","Winona",0,5
2340758,"2022-06-26","Houston",2,0
2340843,"2022-06-25","Orange",1,0
2340905,"2022-06-26","Port Arthur",1,0
2340917,"2022-06-26","Houston",0,1
2340927,"2022-06-26","Houston",0,1
2340941,"2022-06-26","Wharton",0,2
2340972,"2022-06-26","Dallas",1,0
2340979,"2022-06-26","Dallas",1,0
2341016,"2022-06-25","Tyler",1,1
2341028,"2022-06-25","Houston",1,0
2341045,"2022-06-25","Denison",0,1
2341065,"2022-04-02","Houston",1,0
2341422,"2022-06-27","Houston",0,1
2341681,"2022-06-26","Corpus Christi",1,0
2341690,"2022-06-26","Dallas",1,0
2341773,"2022-06-26","Pasadena",2,1
2341823,"2022-06-26","Midland",1,0
2341861,"2022-06-27","San Antonio",1,0
2341925,"2022-06-25","Seguin",0,1
2341952,"2022-06-26","San Antonio",0,1
2342037,"2022-06-25","Houston",1,0
2342596,"2022-06-28","San Antonio",1,0
2342677,"2022-06-28","Fort Worth",0,1
2342758,"2022-06-05","New Caney",2,0
2342866,"2022-06-27","Katy",1,0
2342884,"2022-06-27","Houston",0,1
2342891,"2022-04-01","Houston",1,0
2342999,"2022-06-27","San Antonio",0,1
2343009,"2022-06-28","San Antonio",1,0
2343013,"2022-06-28","San Antonio",0,1
2343040,"2022-06-27","San Antonio",0,2
2343232,"2022-06-27","Houston",0,1
2343254,"2022-06-27","Lake Jackson",1,1
2343306,"2022-06-27","Jasper",0,1
2343546,"2022-06-29","Houston",1,0
2343558,"2022-06-27","Longview",0,1
2343934,"2022-06-26","Dallas",2,0
2343951,"2022-06-29","Fort Worth",0,1
2343957,"2022-06-28","Fort Worth",1,0
2343987,"2022-06-29","Channelview",1,0
2344025,"2022-06-27","Woodville",1,0
2344072,"2022-06-29","San Antonio",1,0
2344076,"2022-06-29","Canyon Lake",1,0
2344085,"2022-06-28","San Antonio",0,1
2344157,"2022-06-29","Houston",0,1
2344518,"2022-06-29","Fort Worth",1,0
2344696,"2022-06-30","San Antonio",1,1
2344714,"2022-06-29","Houston",0,1
2344718,"2022-06-29","Irving",1,0
2344784,"2022-06-29","El Paso",1,0
2344793,"2022-06-29","San Antonio",1,0
2344804,"2022-06-27","Midlothian",0,2
2344837,"2022-06-29","Houston",1,1
2344890,"2022-06-29","Dallas",1,0
2344997,"2022-06-30","Houston",1,1
2345039,"2022-06-30","San Antonio",0,1
2345054,"2022-06-29","San Antonio",1,0
2345072,"2022-06-30","Victoria",0,1
2345525,"2022-07-01","Austin",0,1
2345673,"2022-06-30","Fort Worth",0,1
2345715,"2022-06-30","Houston",0,1
2345761,"2022-06-28","Killeen",0,1
2345779,"2022-06-30","Lufkin",1,0
2346154,"2022-07-01","Aransas Pass",1,0
2346179,"2022-06-30","Dallas",1,1
2346660,"2022-07-01","Houston",2,1
2346765,"2022-06-30","Sweeny",0,1
2346824,"2022-06-25","Houston",0,3
2346851,"2022-07-02","Houston",0,1
2346901,"2022-06-26","Laredo",0,1
2347060,"2022-07-02","Haltom City",3,4
2347137,"2022-07-02","Palestine",1,0
2347197,"2022-07-02","Houston",0,1
2347434,"2022-07-03","Houston",1,1
2347601,"2022-07-02","Austin",0,1
2347737,"2022-07-03","Houston",1,0
2347764,"2022-07-02","Houston",0,1
2347820,"2022-07-03","Lubbock",0,1
2347851,"2022-07-03","San Antonio",0,1
2347883,"2022-07-02","Temple",0,1
2348440,"2022-07-03","Austin",1,0
2348454,"2022-07-04","Austin",0,1
2348927,"2022-07-04","Corpus Christi",0,1
2348982,"2022-07-04","Fort Worth",0,1
2349219,"2022-07-03","Houston",1,0
2349226,"2022-07-03","Houston",0,2
2349250,"2022-07-02","Laredo",0,1
2349635,"2022-07-05","Houston",0,1
2349971,"2022-07-05","Houston",0,1
2350015,"2022-07-05","Houston",1,1
2350332,"2022-07-05","Port Neches",1,0
2350414,"2022-07-04","El Paso",1,0
2350482,"2022-07-05","San Antonio",1,2
2350500,"2022-07-05","Marshall",1,0
